user,jobdescription
job description for the position of urgent requirement | seo executive i bangalore," Hi All, Please find the Job Description below- 1. Handling all aspects of SEO(Search Engine Optimization- On Pageand Off PageSEO) , SMO (Social Media Optimization), should be able to work on, plan and execute SEO white-hat tactics and strategies 2. Suggesting on- site changes to make website more SEO compliant. 3. Keyword research, analysis  implementation into content and other aspects of website. 4. Review of Meta and content for respective pages, Keyword research, Competitor analysis, directory submission, Back Link analysis, Broken Link optimization, Header Tag Analysis, HTML Code Optimization, Image Optimization,SEO Friendly URL rewrite, Hyperlink Optimization. 5. Report Current performance and Google Analytical Report to management on a weekly and monthly basis 6. Handling blog conversations on different blogging sites. 7. Social bookmarking, Content creation and submission, Forum posting, Comment posting, Link wheel, link pyramid, RSS 8. Should be able to work and manage Guest Posting, One Way Link Building, Article Submissions, Blog Postings, Classified Postings, Social Bookmarking, Back Link Analysis  Research on Link building techniques 9. Experience in one way, two way  three way link exchange through mails, webmaster  submissions. Should have good database of webmasters for link exchange. 10. Should be able to do Local Search engine submission, Google Local Listing and updating page for Local Search. Office Address- Adglobal360 Bengaluru 91springboard, 4th Floor, Salarpuria Tower -1, No. 22, Industrial Layout, Landmark: Forum Mall, Hosur Road, Koramangala, Bengaluru, Chikku Lakshmaiah Layout, Adugodi, Bengaluru, Karnataka 560034 Salary:INR 1,75,000 - 3,00,000 P.A Industry: Advertising / PR / MR / Event Management Functional Area: Marketing , Advertising , MR , PR , Media Planning Role Category:Online/Digital Marketing Role:Search Engine Optimisation /SEO Specialist Keyskills SEO Search Engine Optimization Social Media Optimization SMO Link Building Keyword Research on page off page Sr. SEO Executive SEO Executive google analytics web analytics meta tag Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate PG:Any Postgraduate, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Any Specialization, Doctorate Not Required Company Profile: Adglobal360 India Private Limited AdGlobal360 India Pvt Ltd is India's Premier Digital Advertising Company serving more than 700 clients, from different parts of the world, in diverse business verticals like Financial Services, Real Estate, Retail, Education and others. We are a full service internet marketing company with expertise on all the disciplines, like, high-performing landing pages, Google business listing, running PPC campaigns, SEO, SMO, Email Marketing, Online Reputation Management etc. Download PPT Photo 1  View Contact Details"
job description for the position of oracle apex developer," Minimum 5 to 8 years experience in ORACLE APEX Application Development. Extensive knowledge in SQL and PL/SQL. Hands-On experience with JavaScript, CSS, AJAX, jQuery, HTML. Knowledge in JSON/REST web services, JavaScript templates, node.js would be added advantage. Should have good experience in writing technical design documents and developing unit test cases/scripts. Good communication skills - written and spoken. Extensive knowledge in APEX internal packages and API like APEX_ITEM, APEX_COLLECTIONS, APEX_JAVASCRIPT. Extensive interaction with the user community - both in terms of requirement analysis/gathering and post implementation support. Experience with JIRA issue and bug tracker is a plus . Main Responsibility: U ser requirement documentations. Application development and troubleshooting in Oracle platform. System development using PL/SQL, SQL, APEX forms, and reports. Developing application test cases, Testing and recording the test cases. User training on the applications - Delivery of projects on time, budget, and quality. Salary:INR 7,00,000 - 11,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Software Developer Keyskills Oracle Apex Developer Oracle Apex oracle application express sql apex application express pl Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Computers PG:M.Tech - Any Specialization, Computers Company Profile: Pype Inc Pype Inc. (www.pype.io) is software product development company building innovative SaaS products for North American construction industry. Our corporate headquarters is based in Washington D.C. We are a rapidly growing and looking for an AngularJS Developer to be one of our first full-time group of engineers in India. We're looking for experienced and talented engineers to help build the platform that powers Pype's Cloud products. You will play a key role in building our innovative product pipeline. Using your deep understanding of modern web architectures and Cloud platforms, programming expertise and operational experience, you will help future-proof our established products and internal tooling, by designing, implementing and operating infrastructure components that are key to building successful SaaS products at Pype. Are you absolutely passionate about software engineering and development? Do you love learning about new technology and working in a collaborative environment? Are you enthusiastic about working in a high-growth environment with unlimited personal and professional potential? Does the sound of working for a small, agile company excite you? Are you willing to work hard? Do you have the inquisitive mind to explore, research and learn? Does being on the ground floor and assisting in building something substantial and of great importance to your company excite you? This position has tremendous growth opportunity for the right individual. The successful candidate will have the drive and ambition to do the hard work to build a world class and first of its kind SaaS products for construction industry. Are you entrepreneurial by yourself and have that itch that you can make significant contributions to our product development and a desire to expand your career, we want to hear from you. Download PPT Photo 1  View Contact Details"
job description for the position of analytics engineer openings based out in bangalore," Demonstrated experience in R/Python, with at least 2 years experience using them for real-word data analysis Salary:INR 5,00,000 - 11,00,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Software Developer Keyskills R Python analytics data science data analysis Desired Candidate Profile Please refer to the Job description above Company Profile: Target Target HR Download PPT Photo 1  View Contact Details"
job description for the position of creative art director social media," Summary Raykroute is hiring a Creative Art Director for a Publicis Groupe company. The interactive agencyprovides services including web development, media planning and buying, technology and innovation, emerging media, analytics, mobile, advertising, creative, search  social media. The present role is based out of a social media hub set up by the agency at one of the largest clothing brands in the country. The person will be responsible for visual content creation that is compelling share-worthy. Key responsibilities Owner of visual content for the respective brand/brands. Lead junior art director/directors This role requires developing visual content including micro-blogs, social media posts, blog posts, e-mailers, sales collaterals, infographics, website content and more. This person should be a passionate Social Media Specialist and a healthy social media presence would be appreciated Skilled at the art of designing compelling and share-worthy designs Should most definitely know GIF animation, basic video editing, after effects and or related software. Should be a pro at operating Photoshop and Illustrator (video editing software will be a bonus) Should have a knack to spot visual trends Salary:INR 6,00,000 - 7,50,000 P.A Industry: Advertising / PR / MR / Event Management Functional Area: Design , Creative , User Experience Role Category:Creative Role:Art Director/Senior Art Director Keyskills Photoshop Illustrator Art Design Social Media creative infographics video editing animation after effects photoshop illustrator Desired Candidate Profile CompetenciesFamiliarity with social media platforms  digital ecosystemDemonstrated ability to coordinate and manage multiple projects, social channels, and design stylesHigh level of attention to detailHunger to learn and delivering world-beating workGo-getter, ownership of projects  lightning speed executionStrong interpersonal and teamwork skills Company Profile: Raykroute for a Publicis Group Company Raykroute is a specialized hiring agency that focuses on sourcing apt candidates for digital roles. In the 4 months of existence, Raykroute has managed to assist both candidates and clients in aligning interests and needs. Raykroute is hiring a Creative Art Director for a Publicis Groupe company. The interactive agency provides services including web development, media planning and buying, technology and innovation, emerging media, analytics, mobile, advertising, creative, search  social media. Download PPT Photo 1  View Contact Details"
job description for the position of branch head >> bangalore>> leading pvt sector bank," Opening at: Leading Private Sector Bank Designation: Branch Head - Sr. Manager Job Location: Across Bangalore Position Type: Permanent Package: Best in the Industry Job Profile: 1. Responsible for overall management of the branch operations/sales/ profitability and of the branch. 2. Along with the branch team which includes day to day activities of the branch like monitoring the processes followed in Cash, Clearing and Front desk activities of the branch bank. 3. Candidate needs to be fully conversant with Retail Branch Banking Procedures. 4. Ensuring uniformity in the process and service delivery. 5. Timely submission of MIS control and Compliance reports. Salary: Not Disclosed by Recruiter Industry: Banking / Financial Services / Broking Functional Area: Other Role:Other Keyskills Branch Banking Operations Marketing Customer Service Management Business Development Operational Head Retail Branch Banking Operations Management Customer Interaction Desired Candidate Profile Role / Responsibilities/Experience:Minimum 4 Years experience in Branch Banking Operations in Reputed Bank.Should be able to take responsibility at Branch Level.If this excites you do send us the following at email address mukeshagarwalaspl.biz1. Your Updated CV in Word format2. Current Monthly Gross Salary3. Expected Salary4. Notice Period5. Internal HR Designation Company Profile: Amogh Software Solutions Pvt Ltd Leading Private Sector Bank Leading Banking/ BFSI Recruitment Firm Download PPT Photo 1  View Contact Details"
job description for the position of byod mobility," Job Description: 1. Experience with MobileIron , Airwatch, Good, or Boxtone Enterprise MDM Solutions.Develops, approves and manages project artifacts, budget/estimation, and plans for complex projects. 2. Develops and executes deployment and installation of MDM server, MDM/BYOD infrastructure, software applications, and security. 3. Develops and implements project communication and status reporting. Participates in cross program project reviews and planning. Must have previous experience implementing and deploying MDM, BYOD, wireless network solutions Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - Application Programming , Maintenance Role Category:System Design/Implementation/ERP/CRM Role:Outside Technical Consultant Keyskills Planning Wireless Networking Security Application Software Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of dietician bangalore gurgaon," To gather personal, behavioral, medical and other relevant details of client (including food /drinking habits and dining preferences) prior to planning weight management programs. Plans  standardize Normal  Therapeutic diets to adequately meet the nutritional needs of patients. Provides Nutrition Education to members by formulating patient education material following recent dietary guidelines To have all body measurements recorded accurately by staff from time to time To Plan counseling session in advance to educate client on appropriate diets, menu planning and preparation of food to treat obesity in order to enhance and maintain optimum health. Monitor and review progress of client after each session and devise alternate plans Attend corporate camps  activities to execute nutrition related plans. Other related duties as the job requires.  Job Type - Full time Location - Sadashivnagar , Gurgaon Salary:INR 2,00,000 - 3,00,000 P.A. Best in Industry Industry: Medical / Healthcare / Hospitals Functional Area: Medical , Healthcare , RD , Pharmaceuticals , Biotechnology Role Category:Medical Professional Role:Dietician/Nutritionist Keyskills dietitian nutritionist diet planning dietician Healthcare and Hospitals Desired Candidate Profile Graduate or PG in nutrition managementSound medical skills to work independently in the centre.Pleasant and friendly personality with a desire to work in team.Ability and willingness to treat all the patients with the utmost kindness and consideration in all situations.Ability to work and handle pressure with multi-tasking skills. Education- UG: Any Graduate - Any Specialization PG:Post Graduation Not Required Company Profile: Wellspring Healthcare Pvt. Ltd. http://www.healthspring.in Download PPT Photo 1  View Contact Details"
job description for the position of sr associate," Communication skills Should possess persuasive skills Should effectively schedule and facilitate interviews Source on job portals Strategically utilize job boards, networks, forums, blogs and research methods to source passive candidates Handle multiple requisitions Maintain high quality/maximum traction for hiring Innovate in sourcing strategies Create job descriptions Understand and extract information from job descriptions Employ the most appropriate recruitment channel to source candidates Schedule interviews Follow-up with the candidates Develop a pool of qualified candidates in advance of need Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Executive Keyskills Hiring Recruitment Sourcing Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of srjava developerserver side java programming," Looking for a person who should be capable of programming the complex functionalities based on design OO concepts,Java programming so we need a solid hands on programmer with spring framework, sql/database programming and development in SOAP/REST API. Primary Skills : 3 - 5 years of experience in Server side JAVA programming, Multi-threaded programming. Excellent knowledge of OO concepts and design. Experience of Spring Framework, SQL/Database programming, ORM mapping, SOAP/REST API development Experience in network programming, windows  Linux environment Apply analytical, technical and programmatic skills to resolve application related issues Secondary Skills : IMS/VOIP knowledge is desirable. Knowledge of telecom domain is desirable. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Software Developer Keyskills Rest Java Spring Framework SOAP ORM SQL Database Linux VOIP IMS Network Programming Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of ground staff walk in interviews," We are conducting walk-in interviews for the position of Trainee Security Executive/Customer Service Salary: Not Disclosed by Recruiter Industry: Travel / Hotels / Restaurants / Airlines / Railways Functional Area: Travel , Tours , Ticketing , Airlines Role Category:Airline Role:Ground Staff Keyskills Customer Service Ground Staff Activities Desired Candidate Profile Please refer to the Job description above Company Profile: Bharat Recruitment US Based MNC Bharat Recruitment :- We Are Hiring Fresher And Experienced Candidates Download PPT Photo 1  View Contact Details"
job description for the position of sales manager," WALK IN MEGA DRIVE INTERVIEW FOR SM IN TOP MNC LIFE INSURANCE COMPANY ON 12th and13th oct 16 TEAM HANDLING AND TEAM MANAGEMENT PROFILE  DO THE BUSINESS DEVELOPMENT TO APPL CALL -9225566222 /EMAIL CV -bfsi1aspireerp.com Salary:INR 2,00,000 - 3,50,000 P.A Industry: Insurance Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales Executive/Officer Keyskills Sales Management Business Development Team Management Team Handling Life Insurance Desired Candidate Profile Please refer to the Job description above Company Profile: Aspire ERP Systems AN MNC LIFE INSURANCE COMPANY CLIENT OF ASPIRE ERP SYSTEMS Download PPT Photo 1  View Contact Details"
job description for the position of associate software engineer dot net ui," We have an 2 opening for Freshers. 1. Dot net Mandatory Skills: Asp.net, C, HTTP protocol, Sql 2. UI Mandatory Skills: HTML, CSS, JavaScript  any OOP's concept Salary:INR 1,25,000 - 1,50,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - System Programming Role Category:Programming  Design Role:Software Developer Keyskills Dotnet Dot net Asp .Net Javascript Java Script HTML C c.net CSS Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: HireCraft Software Pvt Ltd HireCraftÂ® is a proven Leader in the Software products for Talent Acquisition and Manpower Staffing Business. With demonstrated leadership with 11 years of continuous growth, we have nurtured the art of people process practices. Download PPT Photo 1  View Contact Details"
job description for the position of infrastructure architect," Applies Cloud subject matter knowledge to solve complex business issues and is regarded as a subject matter expert. Utilize consulting skills including questioning, listening, ideas development, personal rapport and subject matter familiarity to accomplish project tasks. Capable of consulting, designing, testing, implementing, managing capability requirements, and integrating of Cloud solutions into varied environments. Responsibilities: Responsible for client/account interactions as required . Responsible for producing part or all of the technical solution for the account/client, in accordance with an agreed technical design. Responsible to make sure that the project deliverable is completed accurately and on time. Responsible for escalating the issues, problems, risks, and constraints to the appropriate parties for clarification and resolution . Responsible for design and engineering of Cloud Based Infrastructure solutions based on AWS, AZURE and other private cloud offerings. Responsible for communication with the Lead Engineer and account/client. Responsible for the engineering of end to end solutions as required Responsible for keeping abreast of new/emerging technology Responsible for design, development, implementation using the Global Engineering specifications, methodology and practical application of ITIL practices and processes. Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Technical Architect Keyskills Technical Design Infrastructure Architect Design Engineering Design Development Subject Matter Expertise Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Doctorate:Doctorate Not Required Company Profile: Bob Technologies Bob Technologies Download PPT Photo 1  View Contact Details"
job description for the position of presales consultant," Looking for RA/FM consultants in Bangalore for a reputed organisation. Details are mentioned below: Needs to have 8 - 10years of Revenue Assurance and Fraud Management in the Telecom Domain preferebly Experience in presales for product or services Strong communication and presentation skills Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: Sales , Retail , Business Development Role Category:Pre Sales Role:Pre Sales Consultant Keyskills Revenue Assurance Fraud Management Presales Consultant Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of opening for ui developer bangalore chennai," Dear Candidate, We are having huge openings for UI Developers with Velankani Communications !!! Below is the Job Description: 1)Strong Front end developer 2)Working experience with HTML  CSS / Backbone JS / Knockout JS / Angular JS / Can JS / OOJS / ExtJS / Node JS / Ember JS / Responsive Web Design 3)Java Script with good hands-on experience in Object Oriented JavaScript. Job Location: Bangalore/ Chennai Salary: Not Disclosed by Recruiter Industry: Telecom/ISP Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Software Developer Keyskills UI dojo html html5 css css3 html4 css2 javascript Desired Candidate Profile  Education- UG: B.Tech/B.E. - Any Specialization PG:M.Tech - Any Specialization, MCA - Computers, Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of associate product manager digital product," You will be responsible for the delivery, on-going success and continuous improvement of one or more digital products and/or platforms. - B.E / B. Tech/ M.E/ M.Tech (Computer Science stream) / MCA Salary: Not Disclosed by Recruiter Industry: BPO / Call Centre / ITES Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Product Manager Keyskills Computer Science Project Management product manager digital product digital product development digital product management product delivery Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization, Computers, B.Sc - Any Specialization, Computers PG:M.Tech - Any Specialization, Computers, MCA - Computers Doctorate:Doctorate Not Required Company Profile: BAYBALLS HR SERVICES PRIVATE LIMITED One of elite client Bayballs HR is a team of qualified professionals, specializing in talent acquisition,payroll management,staffing and HR compliances striving to be the best in business. Download PPT Photo 1  View Contact Details"
job description for the position of associate software engineer," Title: Junior Software engineer Technical skill set : Knowledge about AS400 in the areas of DB2/400, Control Language and RPG. Knowledge about writing SQL queries. Ability to write algorithm/flow chart for a problem definition. Job Responsibilities: Review project requirement. Prepare and execute test cases. Report, retest and close defects. Qualifications Graduation in any stream Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Software Developer Keyskills RPG Db2 AS400 SQL Queries Test Cases Software Engineering Test Case Execution Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Doctorate:Doctorate Not Required Company Profile: Altisource Business Solutions Pvt Ltd Altisource Business Solutions Pvt Ltd Download PPT Photo 1  View Contact Details"
job description for the position of privy relationship manager banking wealth," 1)Develops new and expands existing High Net worth Customer relationships for lia 2)Ensures high levels of customer service orientation and application of bank policy. 3)Cross sells existing bank products to customers. Salary: Not Disclosed by Recruiter Industry: Banking / Financial Services / Broking Functional Area: Financial Services , Banking , Investments , Insurance Role Category:Retail/Personal Banking Role:Domestic Private Banking-Executive/Manager Keyskills Relationship Management Banking Wealth Management Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Company Profile: Manzil Placement A Leading Bank Download PPT Photo 1  View Contact Details"
job description for the position of it jobs for freshers anywhere in india," IT and software jobs for Engineering candidates in multiple locations such as Bangalore, Hyderabad, Pune, Chennai and Gurgaon. Salary:INR 1,50,000 - 6,50,000 P.A Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Other Role:Fresher Keyskills IT jobs Software Jobs Engineering Jobs Freshers Bangalore Desired Candidate Profile Please refer to the Job description above Education- UG: B.Tech/B.E. - Any Specialization PG:Post Graduation Not Required Doctorate:Doctorate Not Required Company Profile: Local Job Search http://www.fresherstime.com/ Download PPT Photo 1  View Contact Details"
job description for the position of duty doctor icu doctor," We are looking for immediate joining as a Duty Doctor and ICU Doctor in Bangalore. Medico Fresher can also apply for this Job . Qualification : MBBS, BAMS Experience : 0 - 3 yrs Please share your updated resume at adminshhindia.com Salary:INR 3,00,000 - 4,25,000 P.A Industry: Medical / Healthcare / Hospitals Functional Area: Medical , Healthcare , RD , Pharmaceuticals , Biotechnology Role Category:Medical Professional Role:Medical Officer Keyskills MBBS BAMS Desired Candidate Profile MBBS , BAMS ICU Doctor and Duty Doctor Night Shift (Optional) Fresher can also apply Location : Bangalore Education- UG: BAMS - Any Specialization, MBBS - Medicine PG:Post Graduation Not Required Doctorate:Doctorate Not Required Company Profile: SISKIN HEALTH  HOSPITALITY We feel obliged to introduce our ambitious venture Siskin Health  Hospitality Pvt Ltd, as an entity, which takes care of any Medical Tourism requirement of patients at global level. Download PPT Photo 1  View Contact Details"
job description for the position of mainframe pm," Experience : 11 - 15Years Role: Mainframe PM Job Location: Bangalore/ Chennai Role Description Responsible for development and implementation of applications using Mainframe technologies and also should be responsible for Build/Deployment and Support of the application. The identified resource will need to be in constant verbal and written contact with key stakeholders and peers in India and U.S. Ensure compliance to standards and best practices for development including change management, release management,  source code control. Perform on-call duties on a rotation basis maintain and support production code as required, document and perform disaster recovery exercises. Candidate Description Should possess good knowledge on CICS, COBOL, DB2, VSAM and JCL. Good CICS System knowledge would be valuable. Good understanding of CICS Dynamic Transaction Routing process. Should be familiar with DB2 tools, File-Aid, scheduler and debugger tools. Good communication and ability to interact with Partners. Good presentation and interpersonal skills. Exposure to Brokerage/Finance domain will be an added advantage. Skills/Knowledge and experience Familiarity with mainframe technologies CICS, COBOL, DB2, VSAM and JCL. Must have at least 10 to 12 years of industry experience Experienced with industry standard test management tool(s) and JAVA a plus Bachelors degree required Behavioural attributes High level of commitment, initiative, vision and enthusiasm Creative, energetic, assertive hands-on professional who enjoys the challenge of change Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Mainframe Role Category:Project Management Role:Project Manager-IT/Software Keyskills Change Management Release Management Build Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Company Profile: Recruise US Based Firm Download PPT Photo 1  View Contact Details"
job description for the position of senior position in banca agency channel for top insurance company," Exp- 5 Year -Candidate for Insurance background. -Good Sales Experience. -Team Handling experience required. -Should have experience working in BANCA/ Agency channel. Salary: Not Disclosed by Recruiter Industry: Insurance Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Keyskills Insurance Agency Channel Banca bancassurance Sales Agency bank assurance agency manager advisors Corporate Sales Direct Marketing sell Insurance Desired Candidate Profile Please refer to the Job description above Education- UG: Any Graduate - Any Specialization Company Profile: Sidjobs Consultancy Private Limited Our Client is Leading one of the top Insurance company. Download PPT Photo 1  View Contact Details"
job description for the position of bench sales recruiter," Warm Greetings from ScaleneWorks People Solution LLP. We have urgent requirements for Bench Sales Recruiter at Scaleneworks. Duties and Responsibilities Marketing and sales of Bench consultants with Tier one vendors, Implementation partners. Searching the requirements in Job boards like. according to skills of Bench candidates Work with Preferred Vendors, Tier 1 and Implementing Partners. Sending Hot-list to vendors daily Posting Hot-list to Google Groups daily Updating resumes in job boards. Exposure to different Visas like H1B, OPT, OPT EAD, GREEN CARD, L1, and L2. Work on recruiting OPT Consultants, H1B consultants, Green Card Holders  US Citizens for direct Client requirements  Vendor Requirements. Following up with vendors after submissions  getting work order and contracts. Keeping an eye of covering all requirements received  scheduling interviews. Booking Itinerary-sending consultants for F2F. Worked directly with hiring managers to cultivate requirements / consultants and new strategies. Responsible for getting PO (Purchase Orders) and Master Agreements signed by vendors, and employers. Reach out for the maximum number of requirements which are open in the market. Establish and manage relationships with Employers and third party agencies. Speaking with Vendor/Hiring Managers on regular basis to get the open positions which match bench consultants and also asking for Please refer to the Job description above Education Details tion- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not RequiredIndustry: Recruitment / Staffing - Functional Area: HR , Recruitment , Administration , IR - Role Category:HR/ Recruitment / IR- Role:Recruitment Executive- Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: HR , Recruitment , Administration , IR Role Category:HR/ Recruitment / IR Role:Recruitment Manager Keyskills Bench Sales HR Recruitment Staffing Marketing Hiring H1B Administration IR Third Party Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of software engineer," Designation:Software Engineer. JD - I am looking for a person who have expertise over Core java     and Angular JS. Both skills must be in current project. Exp. 2.9 to 7 years If you are interested please share your updated profile on khushboojscaleneworks.org and I shall get in touch with you at the earliest. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Software Developer Keyskills Core Java Javascript Software Engineering Angular JS Desired Candidate Profile  Education- UG: B.Tech/B.E. - Any Specialization PG:M.Tech - Any Specialization, MBA/PGDM - Any Specialization, MS/M.Sc(Science) - Any Specialization Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
job description for the position of hiring uk shiftbackend operationsnon voicesal lcal ,"  Making purchase orders, invoice  quotation as per requirement. Attracts potential customers by answering product and service questions, suggesting information about other products  services.  Opens customer accounts by recording information. Salary:INR 1,75,000 - 3,25,000 P.A Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Back Office/Web/Transaction Processing Role:Associate/Senior Associate -(NonTechnical) Keyskills Non Voice Backend Operations UK Shift INTERNATIONAL NONVOICE BPO KPO EMAIL SUPPORT PROCESS ASSOCIATE PROCESS EXECUTIVE CUSTOMER SERVICE CUSTOMER SUPPORT CSO CSE CSA CLIENT SERVICING Desired Candidate Profile  Possess good analytical skills - detail oriented  Possess good communication skills, both oral and written  Be familiar with Microsoft applications and working knowledge of excel  Have a good attitude - should be committed to the work Company Profile: Rivera Manpower Services Capita/concentrix/amazon/ibm/ey/infosys/hgs RIVERA MANPOWER SERVICE Incorporated in 2011 has been the training and staffing industry's leader and innovator, and today, has evolved as a premier provider of manpower for some of the fortune 500 companies for their junior. Download PPT Photo 1  View Contact Details"
job description for the position of content developer work from home," We are looking for Content developers with the ability to produce excellent content to meet ESL learners requirements. Priority would be given to trainers with proven experience and capability to produce creative content to meet the requirements. You will need to develop PowerPoints, E-learning modules (business and cultural) and other presentations in support of the companys proposals and for general or specific business needs. You will also be responsible for writing, editing, and researching materials in order to produce quality content. You will be working with teachers and should be very good with using multimedia , photos and videos and must possess outstanding written and spoken English skills and should also be skilled in Excel, Word and Power Point We also offer the opportunity to work from home but under the company's rules and regulations. Salary: Remuneration : INR 375 - 500 per hour ( according to work experience and qualifications and education background. ) Industry: Education / Teaching / Training Functional Area: Journalism , Editing , Content Role Category:Content Development Role:Content Developer Keyskills Writing Content Development Editing Desired Candidate Profile Please refer to the Job description above Company Profile: My Connecting My Connecting Our 120 permanent trainers around the world will accompany you in the language of your choice for a business-oriented training as well as providing a strong intercultural element. MyConnecting ensures your training in French, English, Spanish, Italian, German, Portuguese, Dutch, Swedish, Finnish, Danish, Chinese, Japanese, Russian etc. and offers a wide variety of courses. The keys to success Continuous coaching and encouragement: a personal coach will accompany you throughout your language training An innovative and intuitive web platform with areas reserved for learners (booking lessons, assessment, development) and managers (quantitative and qualitative reporting) All MyConnecting courses are certified according to the Common European Framework of Reference Cours anglais et formation langues en  de 18 langues Download PPT Photo 1  View Contact Details"
job description for the position of quality engineer for construction industry," You can contact me for any Clarification 9980512299 Job Summary: The Candidate is expected to check the Construction Apartment Quality . The project is in finishing stage and they should be good in checking the Finishing Quality like, Painting Quality, Tile Laying, Doors and Windows, Plumbing , Electrical works etc. They also should send the periodical report with photos. You can contact me on 9980512299 or you can send you CV to tksundaram123gmail.com Salary: Not Disclosed by Recruiter Industry: Real Estate / Property Functional Area: Other Role:Other Keyskills quality engineer Desired Candidate Profile Please refer to the Job description above Company Profile: Confident Group visit www.confident-group.com Download PPT Photo 1  View Contact Details"
job description for the position of ui designer developer," Job Title: UI- Designer  Developer Experience: 3 7 Yrs Location: Bangalore Job Description: Very Good in Dojo or any other Javascript libraries. Good in Ajax, Javascript, HTML concepts. Angular JS, JSON, Java script, Ajax, HTML CSS and any knowledge on python or Django sever would be added advantage. Jboss drools. Design Patterns. Good in oops and Data strcutures. XML parsers, Xpath, XSLT and JAXB. We are looking for someone who can join within 60 days. Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming  Design Role:Graphic/Web Designer Keyskills HTML CSS Javascript Ajax Python User Interface Designing JSON XML Django Dojo UI Designer Desired Candidate Profile  Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate Company Profile: Confidential Confidential Download PPT Photo 1  View Contact Details"
